L -265.3467, -2642.0637, -1.0000, -242.3311, -2630.5559, -1.0000, 110, 88, 66
L -187.2515, -2642.0637, -1.0000, -177.6617, -2655.4895, -1.0000, 120, 150, 86
L -177.6617, -2642.0637, -1.0000, -177.6617, -2653.5715, -1.0000, 120, 150, 86
L -108.3753, -2642.0637, -1.0000, -80.1839, -2627.9680, -1.0000, 120, 96, 74
L -83.9678, -2642.0637, -1.0000, -41.2574, -2620.7085, -1.0000, 96, 74, 56
L -59.0526, -2642.0637, -1.0000, -20.1670, -2622.6209, -1.0000, 120, 96, 74
L 54.3124, -2642.0637, -1.0000, 77.3280, -2630.5559, -1.0000, 110, 88, 66
L -290.3162, -2603.7043, -1.0000, -267.3005, -2592.1965, -1.0000, 110, 88, 66
L -227.2435, -2603.7043, -1.0000, -204.2279, -2592.1965, -1.0000, 110, 88, 66
L -37.8316, -2603.7043, -1.0000, -14.8159, -2592.1965, -1.0000, 110, 88, 66
L 21.9938, -2603.7043, -1.0000, 61.8952, -2583.7536, -1.0000, 120, 96, 74
L 107.3135, -2603.7043, -1.0000, 130.3292, -2592.1965, -1.0000, 110, 88, 66
L -56.3466, -2565.3449, -1.0000, -33.3310, -2553.8371, -1.0000, 110, 88, 66
L 17.2314, -2565.3449, -1.0000, 40.2471, -2553.8371, -1.0000, 110, 88, 66
L 93.5268, -2565.3449, -1.0000, 103.1167, -2578.7707, -1.0000, 134, 162, 98
L 103.1167, -2565.3449, -1.0000, 103.1167, -2576.8527, -1.0000, 120, 150, 86
L -213.5974, -2526.9855, -1.0000, -173.4103, -2506.8920, -1.0000, 120, 96, 74
L -47.0460, -2526.9855, -1.0000, -24.0304, -2515.4777, -1.0000, 110, 88, 66
L 107.2898, -2526.9855, -1.0000, 130.3054, -2515.4777, -1.0000, 110, 88, 66
L 179.6276, -2526.9855, -1.0000, 189.2174, -2540.4113, -1.0000, 120, 150, 86
L 189.2174, -2526.9855, -1.0000, 189.2174, -2538.4934, -1.0000, 120, 150, 86
L -156.0583, -2488.6262, -1.0000, -128.0760, -2474.6350, -1.0000, 120, 96, 74
L -121.2551, -2488.6262, -1.0000, -89.6544, -2472.8258, -1.0000, 120, 96, 74
L 92.9563, -2488.6262, -1.0000, 115.9720, -2477.1183, -1.0000, 110, 88, 66
L 166.4259, -2488.6262, -1.0000, 210.2361, -2466.7211, -1.0000, 120, 96, 74
L 204.1368, -2488.6262, -1.0000, 227.1524, -2477.1183, -1.0000, 110, 88, 66
L -175.2380, -2450.2668, -1.0000, -152.2224, -2438.7590, -1.0000, 110, 88, 66
L -47.7905, -2450.2668, -1.0000, -24.7749, -2438.7590, -1.0000, 110, 88, 66
L -150.9070, -2411.9074, -1.0000, -127.8914, -2400.3996, -1.0000, 110, 88, 66
L -90.7846, -2411.9074, -1.0000, -60.8201, -2396.9251, -1.0000, 120, 96, 74
