L -38.0000, 37.0000, 32.0000, -34.0000, 34.0000, 30.8750, 170, 132, 58
L -406.8438, -65.9688, -5.0000, -412.8438, -55.9688, -54.9688, 152, 86, 46
L -98.9688, -179.9375, 30.4062, -89.8750, -183.4375, 16.5312, 170, 132, 58
L 12.0000, 41.9688, -40.9688, 10.0000, 41.9688, -40.9688, 152, 86, 46
L 221.9062, -6.0000, -134.7500, 221.9062, -37.0000, -101.9688, 86, 112, 148
L 55.9688, -340.8750, -79.9688, 55.9688, -340.8750, -127.9375, 86, 112, 148
L 29.0000, 41.9688, -180.9375, 29.0000, 47.9688, -177.6875, 86, 112, 148
L -25.0000, -27.0000, 5.1250, -25.0000, -27.0000, 7.1250, 170, 132, 58
L -101.9688, -3.0000, 60.9688, -101.9688, -3.0000, 44.9688, 170, 132, 58
L 19.0000, -65.9688, -49.9688, 19.0000, -49.9688, -49.9688, 152, 86, 46
L -29.0000, -17.0000, -15.0000, -38.0000, -17.0000, -15.0000, 170, 132, 58
L -49.9688, 154.9375, 0.0000, -49.9688, 161.9375, 12.0000, 170, 132, 58
L 113.7812, 88.9062, -42.5312, 98.9688, 71.9688, -38.9688, 152, 86, 46
L 32.5625, 34.6875, -58.5938, 29.0000, 24.0000, -62.9375, 152, 86, 46
L 230.9062, 214.9062, -38.0000, 230.9062, 214.9062, -44.6562, 152, 86, 46
L -211.9062, -284.8750, -49.9688, -211.9062, -284.8750, -29.0000, 152, 86, 46
L 219.9062, -6.0000, 56.9688, 219.9062, -6.0000, 53.9688, 170, 132, 58
L -288.8750, 204.9062, -74.9688, -288.8750, 204.9062, -129.9375, 86, 112, 148
L 29.0000, -65.9688, -147.9375, 29.0000, -65.9688, -158.9375, 86, 112, 148
L 48.9688, -267.9062, -169.9375, 43.9688, -282.8750, -169.9375, 86, 112, 148
L 141.9375, 47.9688, 40.9688, 161.9375, 47.9688, 40.9688, 170, 132, 58
L -7.0000, -56.9688, 26.1562, -14.6875, -60.8125, 23.9688, 170, 132, 58
L 221.9062, 19.0000, -74.9688, 221.9062, 19.0000, -93.9688, 152, 86, 46
L 215.9062, 175.0625, 9.0000, 215.9062, 175.0625, 19.3125, 170, 132, 58
L -14.0000, 5.0000, 0.0000, -14.0000, -9.0000, 0.0000, 170, 132, 58
L 137.9375, 59.9688, -74.9688, 157.9375, 59.9688, -68.9688, 152, 86, 46
L 396.8438, -187.9375, -125.9375, 396.8438, -168.9375, -90.9688, 86, 112, 148
L 4.0000, 23.0000, -54.9688, 4.0000, 12.0000, -54.9688, 152, 86, 46
L -49.9688, 135.9375, 12.0000, -49.9688, 119.9375, 0.0000, 170, 132, 58
L -38.0000, -20.0000, 0.0000, -36.0000, -22.6562, 0.0000, 170, 132, 58
L -237.9062, 164.9375, -118.6875, -237.9062, 156.9375, -118.6875, 86, 112, 148
L 127.9375, -0.0000, -147.9375, 127.9375, -0.0000, -68.9688, 86, 112, 148
L 139.9375, 135.9375, -74.9688, 139.9375, 135.9375, -115.9688, 152, 86, 46
L 117.9375, -87.9688, -147.9375, 117.9375, -81.9688, -147.9375, 86, 112, 148
L 4.0000, 13.4062, -15.9688, 4.0000, 13.4062, -8.0000, 170, 132, 58
L 17.0000, 36.0000, -158.9375, 17.0000, 24.0000, -158.9375, 86, 112, 148
L -177.9375, -1.0000, -130.3125, -148.9375, -11.0000, -140.9375, 86, 112, 148
L -141.9375, -179.9375, -40.9688, -141.9375, -223.9062, -40.9688, 152, 86, 46
L 223.9062, -123.9375, 0.0000, 211.9062, -115.9688, 0.0000, 170, 132, 58
L -130.9375, -85.9688, -154.9375, -130.9375, -68.9688, -106.2188, 86, 112, 148
L 130.9375, -129.9375, -100.9688, 130.9375, -129.9375, -109.9688, 86, 112, 148
L -7.0000, 66.9688, -27.0000, -9.0000, 66.9688, -27.0000, 152, 86, 46
L -229.9062, -15.0000, -170.9375, -240.2812, -24.0000, -158.9375, 86, 112, 148
L 177.9375, 59.9688, -86.5312, 177.9375, 73.9688, -80.8125, 152, 86, 46
L 206.9062, -58.9688, 26.0000, 181.9375, -58.9688, 19.0000, 170, 132, 58
L -246.9062, -135.9375, -81.9688, -246.9062, -135.9375, -66.9688, 152, 86, 46
L 302.8750, -23.0000, -24.0000, 270.9062, -23.0000, -38.0000, 152, 86, 46
L 195.9062, -143.9375, 0.0000, 195.9062, -143.9375, 12.0000, 170, 132, 58
L 71.9688, 41.9688, -19.0000, 71.9688, 41.9688, 0.0000, 170, 132, 58
L -71.9688, 47.9688, -158.9375, -17.0000, 103.9688, -158.9375, 86, 112, 148
L -222.9062, 99.9688, -158.9375, -222.9062, 83.9688, -146.9375, 86, 112, 148
L 266.3125, 214.9062, -38.0000, 284.0312, 214.9062, -44.6562, 152, 86, 46
L 366.2500, -6.0000, -14.0000, 366.2500, -6.0000, -24.0000, 152, 86, 46
L 130.9375, -170.9375, -100.9688, 130.9375, -170.9375, -74.9688, 152, 86, 46
L -327.9688, -38.5625, -54.9688, -296.8750, -31.0000, -132.7188, 152, 86, 46
L 119.9375, 95.9688, -44.0312, 119.9375, 95.9688, -6.0000, 152, 86, 46
L -202.9062, -192.9375, -74.6250, -202.9062, -204.9062, -74.6250, 152, 86, 46
L -468.8125, 185.9375, -156.2812, -468.8125, 185.9375, -158.9375, 86, 112, 148
L 157.9375, 24.0000, -154.8125, 157.9375, 59.9688, -148.5312, 86, 112, 148
L -137.9375, 74.9688, 5.2188, -137.9375, 92.9688, 5.3125, 170, 132, 58
L 43.9688, -290.8750, -127.9375, 39.0000, -297.8750, -127.9375, 86, 112, 148
L 12.0000, 50.9688, -55.9688, 12.0000, 46.9688, -55.9688, 152, 86, 46
L 116.9688, -220.9062, -160.9375, 123.9375, -209.9062, -160.9375, 86, 112, 148
L -444.5625, 142.0938, -170.9375, -444.5625, 142.0938, -158.9375, 86, 112, 148
L -253.9062, -147.9375, -82.0938, -253.9062, -150.9375, -82.0938, 152, 86, 46
L 108.9688, -55.9688, 25.9375, 108.9688, -55.9688, 56.9688, 170, 132, 58
L 173.9375, -87.9688, -107.9688, 176.9375, -89.9688, -107.9688, 86, 112, 148
L 128.9375, -17.0000, -38.0000, 139.9375, -7.0000, -38.0000, 152, 86, 46
L -107.9688, 9.4062, 44.9688, -101.9688, -3.0000, 61.6250, 170, 132, 58
L 284.8750, -48.9688, 15.0000, 284.8750, -48.9688, 0.0000, 170, 132, 58
L 199.9062, 2.0000, -91.5625, 199.9062, -6.0000, -91.5625, 152, 86, 46
L 40.9688, 59.9688, -180.9375, 26.0000, 65.9688, -227.9062, 86, 112, 148
L -45.9688, 10.0000, -3.2500, -42.9688, 12.0000, -5.0000, 170, 132, 58
L -9.0000, -10.0000, -54.9688, -9.0000, -15.0000, -54.9688, 152, 86, 46
L 171.9375, 253.9062, 26.1562, 173.9375, 253.9062, 8.9688, 170, 132, 58
L 23.0000, 12.0000, -54.9688, 18.0000, 6.0000, -19.3438, 152, 86, 46
L -374.8438, -251.9062, -113.9688, -374.8438, -251.9062, -128.9375, 86, 112, 148
L -246.9062, 152.9375, -119.9375, -254.9062, 152.9375, -117.9375, 86, 112, 148
L -420.8438, 173.9375, -124.9375, -420.8438, 173.9375, -158.9375, 86, 112, 148
L 304.8750, 85.9688, -46.2188, 274.8750, 85.9688, -46.2188, 152, 86, 46
L 89.9688, -129.9375, -68.9688, 57.9688, -129.9375, -68.9688, 152, 86, 46
L 171.9375, 123.9375, -74.9688, 178.9375, 140.9375, -74.9688, 152, 86, 46
L 181.9375, 26.0000, 21.0000, 181.9375, 26.0000, 0.0000, 170, 132, 58
L -197.9062, 6.0000, -77.8750, -212.9062, 69.9688, -113.9688, 86, 112, 148
L 51.9688, -259.9062, -100.9688, 42.9688, -252.9062, -151.6875, 86, 112, 148
L -112.9688, 13.0000, -158.9375, -146.0625, -9.0938, -158.9375, 86, 112, 148
L 198.9062, -110.9688, 12.0000, 208.9062, -110.9688, 18.0000, 170, 132, 58
L -84.9688, 60.9688, 0.0000, -84.9688, 60.9688, -5.0000, 170, 132, 58
