L -840.00, -1396.26, 0.0000, -840.00, 251.53, 0.0000, 150, 150, 140
L -560.00, -1396.26, 0.0000, -560.00, 251.53, 0.0000, 150, 150, 140
L -280.00, -1396.26, 0.0000, -280.00, 251.53, 0.0000, 150, 150, 140
L 0.00, -1396.26, 0.0000, 0.00, 251.53, 0.0000, 150, 150, 140
L 280.00, -1396.26, 0.0000, 280.00, 251.53, 0.0000, 150, 150, 140
L 560.00, -1396.26, 0.0000, 560.00, 251.53, 0.0000, 150, 150, 140
L 840.00, -1396.26, 0.0000, 840.00, 251.53, 0.0000, 150, 150, 140
L -1099.19, -1120.00, 0.0000, 1099.19, -1120.00, 0.0000, 150, 150, 140
L -1099.19, -840.00, 0.0000, 1099.19, -840.00, 0.0000, 150, 150, 140
L -1099.19, -560.00, 0.0000, 1099.19, -560.00, 0.0000, 150, 150, 140
L -1099.19, -280.00, 0.0000, 1099.19, -280.00, 0.0000, 150, 150, 140
L -1099.19, 0.00, 0.0000, 1099.19, 0.00, 0.0000, 150, 150, 140
L -1099.19, 251.53, 0.0000, 1099.19, 251.53, 0.0000, 150, 150, 140
L -1099.19, -1396.26, 0.0000, -1099.19, 251.53, 0.0000, 150, 150, 140
L 1099.19, -1396.26, 0.0000, 1099.19, 251.53, 0.0000, 150, 150, 140
L -1450.19, -1747.26, 0.0000, -1318.35, -1714.33, 0.0000, 84, 92, 96
L -1318.35, -1714.33, 0.0000, -1186.52, -1747.26, 0.0000, 84, 92, 96
L -1186.52, -1747.26, 0.0000, -1054.68, -1721.94, 0.0000, 84, 92, 96
L -1054.68, -1721.94, 0.0000, -922.85, -1747.26, 0.0000, 84, 92, 96
L -922.85, -1747.26, 0.0000, -791.01, -1704.70, 0.0000, 84, 92, 96
L 791.01, -1713.61, 0.0000, 922.85, -1747.26, 0.0000, 84, 92, 96
L 922.85, -1747.26, 0.0000, 1054.68, -1722.50, 0.0000, 84, 92, 96
L 1054.68, -1722.50, 0.0000, 1186.52, -1747.26, 0.0000, 84, 92, 96
L 1186.52, -1747.26, 0.0000, 1318.35, -1705.76, 0.0000, 84, 92, 96
L 1318.35, -1705.76, 0.0000, 1450.19, -1747.26, 0.0000, 84, 92, 96
L 1450.19, -1747.26, 0.0000, 1421.67, -1609.04, 0.0000, 84, 92, 96
L 1421.67, -1609.04, 0.0000, 1450.19, -1470.81, 0.0000, 84, 92, 96
L 1450.19, -1470.81, 0.0000, 1427.42, -1332.59, 0.0000, 84, 92, 96
L 1427.42, -1332.59, 0.0000, 1450.19, -1194.37, 0.0000, 84, 92, 96
L 1450.19, -1194.37, 0.0000, 1424.10, -1056.14, 0.0000, 84, 92, 96
L 1424.10, -1056.14, 0.0000, 1450.19, -917.92, 0.0000, 84, 92, 96
L 1450.19, -917.92, 0.0000, 1410.99, -779.70, 0.0000, 84, 92, 96
L 1410.99, -779.70, 0.0000, 1450.19, -641.48, 0.0000, 84, 92, 96
L 1450.19, -641.48, 0.0000, 1434.11, -503.25, 0.0000, 84, 92, 96
L 1434.11, -503.25, 0.0000, 1450.19, -365.03, 0.0000, 84, 92, 96
L 1450.19, -365.03, 0.0000, 1422.44, -226.81, 0.0000, 84, 92, 96
L 1422.44, -226.81, 0.0000, 1450.19, -88.58, 0.0000, 84, 92, 96
L 1450.19, -88.58, 0.0000, 1409.65, 49.64, 0.0000, 84, 92, 96
L 1409.65, 49.64, 0.0000, 1450.19, 187.86, 0.0000, 84, 92, 96
L 1450.19, 187.86, 0.0000, 1428.44, 326.09, 0.0000, 84, 92, 96
L 1428.44, 326.09, 0.0000, 1450.19, 464.31, 0.0000, 84, 92, 96
L 1450.19, 464.31, 0.0000, 1410.77, 602.53, 0.0000, 84, 92, 96
L 1450.19, 602.53, 0.0000, 1318.35, 567.33, 0.0000, 84, 92, 96
L 1318.35, 567.33, 0.0000, 1186.52, 602.53, 0.0000, 84, 92, 96
L 1186.52, 602.53, 0.0000, 1054.68, 567.68, 0.0000, 84, 92, 96
L 1054.68, 567.68, 0.0000, 922.85, 602.53, 0.0000, 84, 92, 96
L 922.85, 602.53, 0.0000, 791.01, 562.31, 0.0000, 84, 92, 96
L 791.01, 562.31, 0.0000, 659.18, 602.53, 0.0000, 84, 92, 96
L 659.18, 602.53, 0.0000, 527.34, 567.56, 0.0000, 84, 92, 96
L 527.34, 567.56, 0.0000, 395.51, 602.53, 0.0000, 84, 92, 96
L 395.51, 602.53, 0.0000, 263.67, 561.66, 0.0000, 84, 92, 96
L 263.67, 561.66, 0.0000, 131.84, 602.53, 0.0000, 84, 92, 96
L 131.84, 602.53, 0.0000, 0.00, 567.74, 0.0000, 84, 92, 96
L 0.00, 567.74, 0.0000, -131.84, 602.53, 0.0000, 84, 92, 96
L -131.84, 602.53, 0.0000, -263.67, 560.03, 0.0000, 84, 92, 96
L -263.67, 560.03, 0.0000, -395.51, 602.53, 0.0000, 84, 92, 96
L -395.51, 602.53, 0.0000, -527.34, 583.24, 0.0000, 84, 92, 96
L -527.34, 583.24, 0.0000, -659.18, 602.53, 0.0000, 84, 92, 96
L -659.18, 602.53, 0.0000, -791.01, 561.25, 0.0000, 84, 92, 96
L -791.01, 561.25, 0.0000, -922.85, 602.53, 0.0000, 84, 92, 96
L -922.85, 602.53, 0.0000, -1054.68, 567.95, 0.0000, 84, 92, 96
L -1054.68, 567.95, 0.0000, -1186.52, 602.53, 0.0000, 84, 92, 96
L -1186.52, 602.53, 0.0000, -1318.35, 579.52, 0.0000, 84, 92, 96
L -1318.35, 579.52, 0.0000, -1450.19, 602.53, 0.0000, 84, 92, 96
L -1450.19, 602.53, 0.0000, -1435.09, 464.31, 0.0000, 84, 92, 96
L -1435.09, 464.31, 0.0000, -1450.19, 326.09, 0.0000, 84, 92, 96
L -1450.19, 326.09, 0.0000, -1434.81, 187.86, 0.0000, 84, 92, 96
L -1434.81, 187.86, 0.0000, -1450.19, 49.64, 0.0000, 84, 92, 96
L -1450.19, 49.64, 0.0000, -1420.36, -88.58, 0.0000, 84, 92, 96
L -1420.36, -88.58, 0.0000, -1450.19, -226.81, 0.0000, 84, 92, 96
L -1450.19, -226.81, 0.0000, -1426.40, -365.03, 0.0000, 84, 92, 96
L -1426.40, -365.03, 0.0000, -1450.19, -503.25, 0.0000, 84, 92, 96
L -1450.19, -503.25, 0.0000, -1415.87, -641.48, 0.0000, 84, 92, 96
L -1415.87, -641.48, 0.0000, -1450.19, -779.70, 0.0000, 84, 92, 96
L -1450.19, -779.70, 0.0000, -1419.47, -917.92, 0.0000, 84, 92, 96
L -1419.47, -917.92, 0.0000, -1450.19, -1056.14, 0.0000, 84, 92, 96
L -1450.19, -1056.14, 0.0000, -1412.91, -1194.37, 0.0000, 84, 92, 96
L -1412.91, -1194.37, 0.0000, -1450.19, -1332.59, 0.0000, 84, 92, 96
L -1450.19, -1332.59, 0.0000, -1426.81, -1470.81, 0.0000, 84, 92, 96
L -1426.81, -1470.81, 0.0000, -1450.19, -1609.04, 0.0000, 84, 92, 96
L -1450.19, -1609.04, 0.0000, -1430.27, -1747.26, 0.0000, 84, 92, 96
L -1341.19, -1638.26, 0.0000, -1162.36, -1626.22, 0.0000, 150, 164, 168
L -1162.36, -1626.22, 0.0000, -983.54, -1638.26, 0.0000, 150, 164, 168
L -983.54, -1638.26, 0.0000, -804.71, -1620.63, 0.0000, 150, 164, 168
L 804.71, -1638.26, 0.0000, 983.54, -1628.56, 0.0000, 150, 164, 168
L 983.54, -1628.56, 0.0000, 1162.36, -1638.26, 0.0000, 150, 164, 168
L 1162.36, -1638.26, 0.0000, 1341.19, -1627.15, 0.0000, 150, 164, 168
L 1341.19, -1638.26, 0.0000, 1331.17, -1460.61, 0.0000, 150, 164, 168
L 1331.17, -1460.61, 0.0000, 1341.19, -1282.96, 0.0000, 150, 164, 168
L 1341.19, -1282.96, 0.0000, 1320.56, -1105.31, 0.0000, 150, 164, 168
L 1320.56, -1105.31, 0.0000, 1341.19, -927.66, 0.0000, 150, 164, 168
L 1341.19, -927.66, 0.0000, 1319.05, -750.01, 0.0000, 150, 164, 168
L 1319.05, -750.01, 0.0000, 1341.19, -572.36, 0.0000, 150, 164, 168
L 1341.19, -572.36, 0.0000, 1330.05, -394.71, 0.0000, 150, 164, 168
L 1330.05, -394.71, 0.0000, 1341.19, -217.07, 0.0000, 150, 164, 168
L 1341.19, -217.07, 0.0000, 1330.01, -39.42, 0.0000, 150, 164, 168
L 1330.01, -39.42, 0.0000, 1341.19, 138.23, 0.0000, 150, 164, 168
L 1341.19, 138.23, 0.0000, 1326.66, 315.88, 0.0000, 150, 164, 168
L 1326.66, 315.88, 0.0000, 1341.19, 493.53, 0.0000, 150, 164, 168
L 1341.19, 493.53, 0.0000, 1162.36, 483.06, 0.0000, 150, 164, 168
L 1162.36, 483.06, 0.0000, 983.54, 493.53, 0.0000, 150, 164, 168
L 983.54, 493.53, 0.0000, 804.71, 472.98, 0.0000, 150, 164, 168
L 804.71, 472.98, 0.0000, 625.89, 493.53, 0.0000, 150, 164, 168
L 625.89, 493.53, 0.0000, 447.06, 475.76, 0.0000, 150, 164, 168
L 447.06, 475.76, 0.0000, 268.24, 493.53, 0.0000, 150, 164, 168
L 268.24, 493.53, 0.0000, 89.41, 472.08, 0.0000, 150, 164, 168
L 89.41, 472.08, 0.0000, -89.41, 493.53, 0.0000, 150, 164, 168
L -89.41, 493.53, 0.0000, -268.24, 481.35, 0.0000, 150, 164, 168
L -268.24, 481.35, 0.0000, -447.06, 493.53, 0.0000, 150, 164, 168
L -447.06, 493.53, 0.0000, -625.89, 471.25, 0.0000, 150, 164, 168
L -625.89, 471.25, 0.0000, -804.71, 493.53, 0.0000, 150, 164, 168
L -804.71, 493.53, 0.0000, -983.54, 480.67, 0.0000, 150, 164, 168
L -983.54, 480.67, 0.0000, -1162.36, 493.53, 0.0000, 150, 164, 168
L -1162.36, 493.53, 0.0000, -1341.19, 470.13, 0.0000, 150, 164, 168
L -1341.19, 493.53, 0.0000, -1320.69, 315.88, 0.0000, 150, 164, 168
L -1320.69, 315.88, 0.0000, -1341.19, 138.23, 0.0000, 150, 164, 168
L -1341.19, 138.23, 0.0000, -1319.48, -39.42, 0.0000, 150, 164, 168
L -1319.48, -39.42, 0.0000, -1341.19, -217.07, 0.0000, 150, 164, 168
L -1341.19, -217.07, 0.0000, -1322.45, -394.71, 0.0000, 150, 164, 168
L -1322.45, -394.71, 0.0000, -1341.19, -572.36, 0.0000, 150, 164, 168
L -1341.19, -572.36, 0.0000, -1322.43, -750.01, 0.0000, 150, 164, 168
L -1322.43, -750.01, 0.0000, -1341.19, -927.66, 0.0000, 150, 164, 168
L -1341.19, -927.66, 0.0000, -1325.88, -1105.31, 0.0000, 150, 164, 168
L -1325.88, -1105.31, 0.0000, -1341.19, -1282.96, 0.0000, 150, 164, 168
L -1341.19, -1282.96, 0.0000, -1318.63, -1460.61, 0.0000, 150, 164, 168
L -1318.63, -1460.61, 0.0000, -1341.19, -1638.26, 0.0000, 150, 164, 168
L -717.20, -1507.26, 0.0000, -717.20, -1627.26, 0.0000, 70, 86, 92
L -709.20, -1497.26, 0.0000, -709.20, -1617.26, 0.0000, 150, 164, 168
L -717.20, -1627.26, 0.0000, -638.00, -1507.26, 0.0000, 70, 86, 92
L -709.20, -1617.26, 0.0000, -630.00, -1497.26, 0.0000, 150, 164, 168
L -638.00, -1507.26, 0.0000, -638.00, -1627.26, 0.0000, 70, 86, 92
L -630.00, -1497.26, 0.0000, -630.00, -1617.26, 0.0000, 150, 164, 168
L -574.20, -1507.26, 0.0000, -534.60, -1507.26, 0.0000, 70, 86, 92
L -566.20, -1497.26, 0.0000, -526.60, -1497.26, 0.0000, 150, 164, 168
L -534.60, -1507.26, 0.0000, -514.80, -1543.26, 0.0000, 70, 86, 92
L -526.60, -1497.26, 0.0000, -506.80, -1533.26, 0.0000, 150, 164, 168
L -514.80, -1543.26, 0.0000, -514.80, -1591.26, 0.0000, 70, 86, 92
L -506.80, -1533.26, 0.0000, -506.80, -1581.26, 0.0000, 150, 164, 168
L -514.80, -1591.26, 0.0000, -534.60, -1627.26, 0.0000, 70, 86, 92
L -506.80, -1581.26, 0.0000, -526.60, -1617.26, 0.0000, 150, 164, 168
L -534.60, -1627.26, 0.0000, -574.20, -1627.26, 0.0000, 70, 86, 92
L -526.60, -1617.26, 0.0000, -566.20, -1617.26, 0.0000, 150, 164, 168
L -574.20, -1627.26, 0.0000, -594.00, -1591.26, 0.0000, 70, 86, 92
L -566.20, -1617.26, 0.0000, -586.00, -1581.26, 0.0000, 150, 164, 168
L -594.00, -1591.26, 0.0000, -594.00, -1543.26, 0.0000, 70, 86, 92
L -586.00, -1581.26, 0.0000, -586.00, -1533.26, 0.0000, 150, 164, 168
L -594.00, -1543.26, 0.0000, -574.20, -1507.26, 0.0000, 70, 86, 92
L -586.00, -1533.26, 0.0000, -566.20, -1497.26, 0.0000, 150, 164, 168
L -470.80, -1507.26, 0.0000, -470.80, -1627.26, 0.0000, 70, 86, 92
L -462.80, -1497.26, 0.0000, -462.80, -1617.26, 0.0000, 150, 164, 168
L -470.80, -1627.26, 0.0000, -415.36, -1627.26, 0.0000, 70, 86, 92
L -462.80, -1617.26, 0.0000, -407.36, -1617.26, 0.0000, 150, 164, 168
L -415.36, -1627.26, 0.0000, -395.56, -1603.26, 0.0000, 70, 86, 92
L -407.36, -1617.26, 0.0000, -387.56, -1593.26, 0.0000, 150, 164, 168
L -395.56, -1603.26, 0.0000, -415.36, -1573.26, 0.0000, 70, 86, 92
L -387.56, -1593.26, 0.0000, -407.36, -1563.26, 0.0000, 150, 164, 168
L -415.36, -1573.26, 0.0000, -470.80, -1573.26, 0.0000, 70, 86, 92
L -407.36, -1563.26, 0.0000, -462.80, -1563.26, 0.0000, 150, 164, 168
L -443.08, -1573.26, 0.0000, -391.60, -1507.26, 0.0000, 70, 86, 92
L -435.08, -1563.26, 0.0000, -383.60, -1497.26, 0.0000, 150, 164, 168
L -347.60, -1627.26, 0.0000, -268.40, -1627.26, 0.0000, 70, 86, 92
L -339.60, -1617.26, 0.0000, -260.40, -1617.26, 0.0000, 150, 164, 168
L -308.00, -1627.26, 0.0000, -308.00, -1507.26, 0.0000, 70, 86, 92
L -300.00, -1617.26, 0.0000, -300.00, -1497.26, 0.0000, 150, 164, 168
L -224.40, -1507.26, 0.0000, -224.40, -1627.26, 0.0000, 70, 86, 92
L -216.40, -1497.26, 0.0000, -216.40, -1617.26, 0.0000, 150, 164, 168
L -145.20, -1507.26, 0.0000, -145.20, -1627.26, 0.0000, 70, 86, 92
L -137.20, -1497.26, 0.0000, -137.20, -1617.26, 0.0000, 150, 164, 168
L -224.40, -1567.26, 0.0000, -145.20, -1567.26, 0.0000, 70, 86, 92
L -216.40, -1557.26, 0.0000, -137.20, -1557.26, 0.0000, 150, 164, 168
L 41.80, -1507.26, 0.0000, 81.40, -1507.26, 0.0000, 70, 86, 92
L 49.80, -1497.26, 0.0000, 89.40, -1497.26, 0.0000, 150, 164, 168
L 81.40, -1507.26, 0.0000, 101.20, -1543.26, 0.0000, 70, 86, 92
L 89.40, -1497.26, 0.0000, 109.20, -1533.26, 0.0000, 150, 164, 168
L 101.20, -1543.26, 0.0000, 101.20, -1591.26, 0.0000, 70, 86, 92
L 109.20, -1533.26, 0.0000, 109.20, -1581.26, 0.0000, 150, 164, 168
L 101.20, -1591.26, 0.0000, 81.40, -1627.26, 0.0000, 70, 86, 92
L 109.20, -1581.26, 0.0000, 89.40, -1617.26, 0.0000, 150, 164, 168
L 81.40, -1627.26, 0.0000, 41.80, -1627.26, 0.0000, 70, 86, 92
L 89.40, -1617.26, 0.0000, 49.80, -1617.26, 0.0000, 150, 164, 168
L 41.80, -1627.26, 0.0000, 22.00, -1591.26, 0.0000, 70, 86, 92
L 49.80, -1617.26, 0.0000, 30.00, -1581.26, 0.0000, 150, 164, 168
L 22.00, -1591.26, 0.0000, 22.00, -1543.26, 0.0000, 70, 86, 92
L 30.00, -1581.26, 0.0000, 30.00, -1533.26, 0.0000, 150, 164, 168
L 22.00, -1543.26, 0.0000, 41.80, -1507.26, 0.0000, 70, 86, 92
L 30.00, -1533.26, 0.0000, 49.80, -1497.26, 0.0000, 150, 164, 168
L 69.52, -1543.26, 0.0000, 101.20, -1501.26, 0.0000, 70, 86, 92
L 77.52, -1533.26, 0.0000, 109.20, -1491.26, 0.0000, 150, 164, 168
L 224.40, -1627.26, 0.0000, 145.20, -1627.26, 0.0000, 70, 86, 92
L 232.40, -1617.26, 0.0000, 153.20, -1617.26, 0.0000, 150, 164, 168
L 145.20, -1627.26, 0.0000, 145.20, -1507.26, 0.0000, 70, 86, 92
L 153.20, -1617.26, 0.0000, 153.20, -1497.26, 0.0000, 150, 164, 168
L 145.20, -1507.26, 0.0000, 224.40, -1507.26, 0.0000, 70, 86, 92
L 153.20, -1497.26, 0.0000, 232.40, -1497.26, 0.0000, 150, 164, 168
L 145.20, -1567.26, 0.0000, 200.64, -1567.26, 0.0000, 70, 86, 92
L 153.20, -1557.26, 0.0000, 208.64, -1557.26, 0.0000, 150, 164, 168
L 268.40, -1627.26, 0.0000, 308.00, -1567.26, 0.0000, 70, 86, 92
L 276.40, -1617.26, 0.0000, 316.00, -1557.26, 0.0000, 150, 164, 168
L 308.00, -1567.26, 0.0000, 347.60, -1627.26, 0.0000, 70, 86, 92
L 316.00, -1557.26, 0.0000, 355.60, -1617.26, 0.0000, 150, 164, 168
L 308.00, -1567.26, 0.0000, 308.00, -1507.26, 0.0000, 70, 86, 92
L 316.00, -1557.26, 0.0000, 316.00, -1497.26, 0.0000, 150, 164, 168
L 391.60, -1507.26, 0.0000, 391.60, -1627.26, 0.0000, 70, 86, 92
L 399.60, -1497.26, 0.0000, 399.60, -1617.26, 0.0000, 150, 164, 168
L 391.60, -1627.26, 0.0000, 470.80, -1507.26, 0.0000, 70, 86, 92
L 399.60, -1617.26, 0.0000, 478.80, -1497.26, 0.0000, 150, 164, 168
L 470.80, -1507.26, 0.0000, 470.80, -1627.26, 0.0000, 70, 86, 92
L 478.80, -1497.26, 0.0000, 478.80, -1617.26, 0.0000, 150, 164, 168
L 534.60, -1507.26, 0.0000, 574.20, -1507.26, 0.0000, 70, 86, 92
L 542.60, -1497.26, 0.0000, 582.20, -1497.26, 0.0000, 150, 164, 168
L 574.20, -1507.26, 0.0000, 594.00, -1543.26, 0.0000, 70, 86, 92
L 582.20, -1497.26, 0.0000, 602.00, -1533.26, 0.0000, 150, 164, 168
L 594.00, -1543.26, 0.0000, 594.00, -1591.26, 0.0000, 70, 86, 92
